1.64	2.00549e-05	0.976145	0.000305499	-1.91708
1.63	1.91771e-05	0.977043	0.000291286	-1.91998
1.62	1.85352e-05	0.977951	0.000282754	-1.9228
1.61	1.76108e-05	0.978815	0.000271218	-1.92564
1.6	1.70064e-05	0.979542	0.000265324	-1.92798
1.59	1.62134e-05	0.980373	0.000252414	-1.93068
1.58	1.55264e-05	0.981135	0.000244068	-1.93321
1.57	1.45818e-05	0.981917	0.000233641	-1.93572
1.56	1.45415e-05	0.982631	0.000229931	-1.93813
1.55	1.36733e-05	0.983359	0.000221392	-1.94048
1.54	1.31531e-05	0.984072	0.000213844	-1.94285
1.53	1.29772e-05	0.984638	0.00020845	-1.94486
1.52	1.25104e-05	0.985264	0.000201348	-1.94692
1.51	1.18011e-05	0.985878	0.000191881	-1.94906
1.5	1.11283e-05	0.986592	0.000182427	-1.95141
